,token_str,pos,n
52837,while,IN,5
52838,the,DT,3
52839,café,JJ,4
52840,tables,NNS,6
52841,filled,VBN,6
52842,with,IN,4
52843,the,DT,3
52844,regular,JJ,7
52845,after-dinner,NN,12
52846,crowd,NN,5
52848,During,IN,6
52849,the,DT,3
52850,morning,NN,7
52851,I,PRP,1
52852,usually,RB,7
52853,sat,VBD,3
52854,in,IN,2
52855,the,DT,3
52856,café,NN,4
52857,and,CC,3
52858,read,VB,4
52859,the,DT,3
52860,Madrid,NNP,6
52861,papers,NNS,6
52862,and,CC,3
52863,then,RB,4
52864,walked,VBD,6
52865,in,IN,2
52866,the,DT,3
52867,town,NN,4
52868,or,CC,2
52869,out,IN,3
52870,into,IN,4
52871,the,DT,3
52872,country,NN,7
52874,Sometimes,NNP,9
52875,Bill,NNP,4
52876,went,VBD,4
52877,along,RB,5
52879,Sometimes,RB,9
52880,he,PRP,2
52881,wrote,VBD,5
52882,in,IN,2
52883,his,PRP$,3
52884,room,NN,4
52886,Robert,NNP,6
52887,Cohn,NNP,4
52888,spent,VBD,5
52889,the,DT,3
52890,mornings,NNS,8
52891,studying,VBG,8
52892,Spanish,JJ,7
52893,or,CC,2
52894,trying,VBG,6
52895,to,TO,2
52896,get,VB,3
52897,a,DT,1
52898,shave,NN,5
52899,at,IN,2
52900,the,DT,3
52901,barber-shop,NN,11
52903,Brett,NNP,5
52904,and,CC,3
52905,Mike,NNP,4
52906,never,RB,5
52907,got,VBD,3
52908,up,RB,2
52909,until,IN,5
52910,noon,RB,4
52912,We,PRP,2
52913,all,DT,3
52914,had,VBD,3
52915,a,DT,1
52916,vermouth,NN,8
52917,at,IN,2
52918,the,DT,3
52919,café,NN,4
52921,It,PRP,2
52922,was,VBD,3
52923,a,DT,1
52924,quiet,JJ,5
52925,life,NN,4
52926,and,CC,3
52927,no,DT,2
52928,one,NN,3
52929,was,VBD,3
52930,drunk,NN,5
52932,I,PRP,1
52933,went,VBD,4
52934,to,TO,2
52935,church,VB,6
52936,a,DT,1
52937,couple,NN,6
52938,of,IN,2
52939,times,NNS,5
52941,once,RB,4
52942,with,IN,4
52943,Brett,NNP,5
52945,She,PRP,3
52946,said,VBD,4
52947,she,PRP,3
52948,wanted,VBD,6
52949,to,TO,2
52950,hear,VB,4
52951,me,PRP,2
52952,go,VB,2
52953,to,TO,2
52954,confession,NN,10
52956,but,CC,3
52957,I,PRP,1
52958,told,VBD,4
52959,her,PRP,3
52960,that,IN,4
52961,not,RB,3
52962,only,RB,4
52963,was,VBD,3
52964,it,PRP,2
52965,impossible,JJ,10
52966,but,CC,3
52967,it,PRP,2
52968,was,VBD,3
52969,not,RB,3
52970,as,RB,2
52971,interesting,JJ,11
52972,as,IN,2
52973,it,PRP,2
52974,sounded,VBD,7
52976,and,CC,3
52978,besides,NNS,7
52980,it,PRP,2
52981,would,MD,5
52982,be,VB,2
52983,in,IN,2
52984,a,DT,1
52985,language,NN,8
52986,she,PRP,3
52987,did,VBD,3
52988,not,RB,3
52989,know,VB,4
52991,We,PRP,2
52992,met,VBD,3
52993,Cohn,NNP,4
52994,as,IN,2
52995,we,PRP,2
52996,came,VBD,4
52997,out,IN,3
52998,of,IN,2
52999,church,NN,6
53001,and,CC,3
53002,although,IN,8
53003,it,PRP,2
53004,was,VBD,3
53005,obvious,JJ,7
53006,he,PRP,2
53007,had,VBD,3
53008,followed,VBN,8
53009,us,PRP,2
53011,yet,RB,3
53012,he,PRP,2
53013,was,VBD,3
53014,very,RB,4
53015,pleasant,JJ,8
53016,and,CC,3
53017,nice,JJ,4
53019,and,CC,3
53020,we,PRP,2
53021,all,DT,3
53022,three,CD,5
53023,went,VBD,4
53024,for,IN,3
53025,a,DT,1
53026,walk,NN,4
53027,out,IN,3
53028,to,TO,2
53029,the,DT,3
53030,gypsy,NN,5
53031,camp,NN,4
53033,and,CC,3
53034,Brett,NNP,5
53035,had,VBD,3
53036,her,PRP$,3
53037,fortune,NN,7
53038,told,VBD,4
53040,It,PRP,2
53041,was,VBD,3
53042,a,DT,1
53043,good,JJ,4
53044,morning,NN,7
53046,there,EX,5
53047,were,VBD,4
53048,high,JJ,4
53049,white,JJ,5
53050,clouds,NNS,6
53051,above,IN,5
53052,the,DT,3
53053,mountains,NNS,9
53055,It,PRP,2
53056,had,VBD,3
53057,rained,VBN,6
53058,a,DT,1
53059,little,JJ,6
53060,in,IN,2
53061,the,DT,3
53062,night,NN,5
53063,and,CC,3
53064,it,PRP,2
53065,was,VBD,3
53066,fresh,JJ,5
53067,and,CC,3
53068,cool,NN,4
53069,on,IN,2
53070,the,DT,3
53071,plateau,NN,7
53073,and,CC,3
53074,there,RB,5
53075,was,VBD,3
53076,a,DT,1
53077,wonderful,JJ,9
53078,view,NN,4
53080,We,PRP,2
53081,all,DT,3
53082,felt,VBD,4
53083,good,JJ,4
53084,and,CC,3
53085,we,PRP,2
53086,felt,VBD,4
53087,healthy,JJ,7
53089,and,CC,3
53090,I,PRP,1
53091,felt,VBD,4
53092,quite,RB,5
53093,friendly,JJ,8
53094,to,TO,2
53095,Cohn,NNP,4
53097,You,PRP,3
53098,could,MD,5
53099,not,RB,3
53100,be,VB,2
53101,upset,VBN,5
53102,about,IN,5
53103,anything,NN,8
53104,on,IN,2
53105,a,DT,1
53106,day,NN,3
53107,like,IN,4
53108,that,DT,4
53110,That,DT,4
53111,was,VBD,3
53112,the,DT,3
53113,last,JJ,4
53114,day,NN,3
53115,before,IN,6
53116,the,DT,3
53117,fiesta,NN,6
53119,CHAPTER,NN,7
53121,At,IN,2
53122,noon,NN,4
53123,of,IN,2
53124,Sunday,NNP,6
53126,the,DT,3
53127,6th,CD,3
53128,of,IN,2
53129,July,NNP,4
53131,the,DT,3
53132,fiesta,NN,6
53133,exploded,VBD,8
53135,There,EX,5
53136,is,VBZ,2
53137,no,DT,2
53138,other,JJ,5
53139,way,NN,3
53140,to,TO,2
53141,describe,VB,8
53142,it,PRP,2
53144,People,NNS,6
53145,had,VBD,3
53146,been,VBN,4
53147,coming,VBG,6
53148,in,IN,2
53149,all,DT,3
53150,day,NN,3
53151,from,IN,4
53152,the,DT,3
53153,country,NN,7
53155,but,CC,3
53156,they,PRP,4
53157,were,VBD,4
53158,assimilated,VBN,11
53159,in,IN,2
53160,the,DT,3
53161,town,NN,4
53162,and,CC,3
53163,you,PRP,3
53164,did,VBD,3
53165,not,RB,3
53166,notice,VB,6
53167,them,PRP,4
53169,The,DT,3
53170,square,NN,6
53171,was,VBD,3
53172,as,IN,2
53173,quiet,JJ,5
53174,in,IN,2
53175,the,DT,3
53176,hot,JJ,3
53177,sun,NN,3
53178,as,IN,2
53179,on,IN,2
53180,any,DT,3
53181,other,JJ,5
53182,day,NN,3
53184,The,DT,3
53185,peasants,NNS,8
53186,were,VBD,4
53187,in,IN,2
53188,the,DT,3
53189,outlying,VBG,8
53190,wine-shops,JJ,10
53192,There,EX,5
53193,they,PRP,4
53194,were,VBD,4
53195,drinking,VBG,8
53197,getting,VBG,7
53198,ready,JJ,5
53199,for,IN,3
53200,the,DT,3
53201,fiesta,NN,6
53203,They,PRP,4
53204,had,VBD,3
53205,come,VBN,4
53206,in,IN,2
53207,so,RB,2
53208,recently,RB,8
53209,from,IN,4
53210,the,DT,3
53211,plains,NNS,6
53212,and,CC,3
53213,the,DT,3
53214,hills,NNS,5
53215,that,IN,4
53216,it,PRP,2
53217,was,VBD,3
53218,necessary,JJ,9
53219,that,IN,4
53220,they,PRP,4
53221,make,VBP,4
53222,their,PRP$,5
53223,shifting,NN,8
53224,in,IN,2
53225,values,NNS,6
53226,gradually,RB,9
53228,They,PRP,4
53229,could,MD,5
53230,not,RB,3
53231,start,VB,5
53232,in,IN,2
53233,paying,VBG,6
53234,café,NN,4
53235,prices,NNS,6
53237,They,PRP,4
53238,got,VBD,3
53239,their,PRP$,5
53240,money,NN,5
53242,s,VBP,1
53243,worth,NN,5
53244,in,IN,2
53245,the,DT,3
53246,wine-shops,NNS,10
53248,Money,NNP,5
53249,still,RB,5
53250,had,VBD,3
53251,a,DT,1
53252,definite,JJ,8
53253,value,NN,5
53254,in,IN,2
53255,hours,NNS,5
53256,worked,VBN,6
53257,and,CC,3
53258,bushels,NNS,7
53259,of,IN,2
53260,grain,NN,5
53261,sold,VBN,4
53263,Late,VB,4
53264,in,IN,2
53265,the,DT,3
53266,fiesta,NN,6
53267,it,PRP,2
53268,would,MD,5
53269,not,RB,3
53270,matter,VB,6
53271,what,WP,4
53272,they,PRP,4
53273,paid,VBD,4
53275,nor,CC,3
53276,where,WRB,5
53277,they,PRP,4
53278,bought,VBD,6
53280,Now,RB,3
53281,on,IN,2
53282,the,DT,3
53283,day,NN,3
53284,of,IN,2
53285,the,DT,3
53286,starting,NN,8
53287,of,IN,2
53288,the,DT,3
53289,fiesta,NN,6
53290,of,IN,2
53291,San,NNP,3
53292,Fermin,NNP,6
53293,they,PRP,4
53294,had,VBD,3
53295,been,VBN,4
53296,in,IN,2
53297,the,DT,3
53298,wine-shops,NNS,10
53299,of,IN,2
53300,the,DT,3
53301,narrow,JJ,6
53302,streets,NNS,7
53303,of,IN,2
53304,the,DT,3
53305,town,NN,4
53306,since,IN,5
53307,early,JJ,5
53308,morning,NN,7
53310,Going,VBG,5
53311,down,IN,4
53312,the,DT,3
53313,streets,NNS,7
53314,in,IN,2
53315,the,DT,3
53316,morning,NN,7
53317,on,IN,2
53318,the,DT,3
53319,way,NN,3
53320,to,TO,2
53321,mass,VB,4
53322,in,IN,2
53323,the,DT,3
53324,cathedral,JJ,9
53326,I,PRP,1
53327,heard,VBD,5
53328,them,PRP,4
53329,singing,VBG,7
53330,through,IN,7
53331,the,DT,3
53332,open,JJ,4
53333,doors,NNS,5
53334,of,IN,2
53335,the,DT,3
53336,shops,NNS,5
53338,They,PRP,4
53339,were,VBD,4
53340,warming,VBG,7
53341,up,RP,2
53343,There,EX,5
53344,were,VBD,4
53345,many,JJ,4
53346,people,NNS,6
53347,at,IN,2
53348,the,DT,3
53349,eleven,JJ,6
53350,o,NN,1
53352,clock,NN,5
53353,mass,NN,4
53355,San,NNP,3
53356,Fermin,NNP,6
53357,is,VBZ,2
53358,also,RB,4
53359,a,DT,1
53360,religious,JJ,9
53361,festival,NN,8
53363,I,PRP,1
53364,walked,VBD,6
53365,down,RB,4
53366,the,DT,3
53367,hill,NN,4
53368,from,IN,4
53369,the,DT,3
53370,cathedral,NN,9
53371,and,CC,3
53372,up,IN,2
53373,the,DT,3
53374,street,NN,6
53375,to,TO,2
53376,the,DT,3
53377,café,NN,4
53378,on,IN,2
53379,the,DT,3
53380,square,NN,6
53382,It,PRP,2
53383,was,VBD,3
53384,a,DT,1
53385,little,JJ,6
53386,before,RB,6
53387,noon,NN,4
53389,Robert,NNP,6
53390,Cohn,NNP,4
53391,and,CC,3
53392,Bill,NNP,4
53393,were,VBD,4
53394,sitting,VBG,7
53395,at,IN,2
53396,one,CD,3
53397,of,IN,2
53398,the,DT,3
53399,tables,NNS,6
53401,The,DT,3
53402,marble-topped,JJ,13
53403,tables,NNS,6
53404,and,CC,3
53405,the,DT,3
53406,white,JJ,5
53407,wicker,NN,6
53408,chairs,NNS,6
53409,were,VBD,4
53410,gone,VBN,4
53412,They,PRP,4
53413,were,VBD,4
53414,replaced,VBN,8
53415,by,IN,2
53416,cast-iron,JJ,9
53417,tables,NNS,6
53418,and,CC,3
53419,severe,JJ,6
53420,folding,NN,7
53421,chairs,NNS,6
53423,The,DT,3
53424,café,NN,4
53425,was,VBD,3
53426,like,IN,4
53427,a,DT,1
53428,battleship,NN,10
53429,stripped,VBN,8
53430,for,IN,3
53431,action,NN,6
53433,To-day,CD,6
53434,the,DT,3
53435,waiters,NNS,7
53436,did,VBD,3
53437,not,RB,3
53438,leave,VB,5
53439,you,PRP,3
53440,alone,RB,5
53441,all,DT,3
53442,morning,NN,7
53443,to,TO,2
53444,read,VB,4
53445,without,IN,7
53446,asking,VBG,6
53447,if,IN,2
53448,you,PRP,3
53449,wanted,VBD,6
53450,to,TO,2
53451,order,NN,5
53452,something,NN,9
53454,A,DT,1
53455,waiter,NN,6
53456,came,VBD,4
53457,up,RP,2
53458,as,RB,2
53459,soon,RB,4
53460,as,IN,2
53461,I,PRP,1
53462,sat,VBD,3
53463,down,RB,4
53466,What,WP,4
53467,are,VBP,3
53468,you,PRP,3
53469,drinking,VBG,8
53472,I,PRP,1
53473,asked,VBD,5
53474,Bill,NNP,4
53475,and,CC,3
53476,Robert,NNP,6
53479,Sherry,NNP,6
53482,Cohn,NNP,4
53483,said,VBD,4
53486,Jerez,NNP,5
53489,I,PRP,1
53490,said,VBD,4
53491,to,TO,2
53492,the,DT,3
53493,waiter,NN,6
53495,Before,IN,6
53496,the,DT,3
53497,waiter,NN,6
53498,brought,VBD,7
53499,the,DT,3
53500,sherry,NN,6
53501,the,DT,3
53502,rocket,NN,6
53503,that,WDT,4
53504,announced,VBD,9
53505,the,DT,3
53506,fiesta,NN,6
53507,went,VBD,4
53508,up,RB,2
53509,in,IN,2
53510,the,DT,3
53511,square,NN,6
53513,It,PRP,2
53514,burst,RB,5
53515,and,CC,3
53516,there,RB,5
53517,was,VBD,3
53518,a,DT,1
53519,gray,JJ,4
53520,ball,NN,4
53521,of,IN,2
53522,smoke,NN,5
53523,high,JJ,4
53524,up,RB,2
53525,above,IN,5
53526,the,DT,3
53527,Theatre,NNP,7
53528,Gayarre,NNP,7
53530,across,IN,6
53531,on,IN,2
53532,the,DT,3
53533,other,JJ,5
53534,side,NN,4
53535,of,IN,2
53536,the,DT,3
53537,plaza,NN,5
53539,The,DT,3
53540,ball,NN,4
53541,of,IN,2
53542,smoke,NN,5
53543,hung,NN,4
53544,in,IN,2
53545,the,DT,3
53546,sky,NN,3
53547,like,IN,4
53548,a,DT,1
53549,shrapnel,NN,8
53550,burst,NN,5
53552,and,CC,3
53553,as,IN,2
53554,I,PRP,1
53555,watched,VBD,7
53557,another,DT,7
53558,rocket,NN,6
53559,came,VBD,4
53560,up,RB,2
53561,to,TO,2
53562,it,PRP,2
53564,trickling,VBG,9
53565,smoke,NN,5
53566,in,IN,2
53567,the,DT,3
53568,bright,JJ,6
53569,sunlight,NN,8
53571,I,PRP,1
53572,saw,VBD,3
53573,the,DT,3
53574,bright,JJ,6
53575,flash,NN,5
53576,as,IN,2
53577,it,PRP,2
53578,burst,VBZ,5
53579,and,CC,3
53580,another,DT,7
53581,little,JJ,6
53582,cloud,NN,5
53583,of,IN,2
53584,smoke,NN,5
53585,appeared,VBN,8
53587,By,IN,2
53588,the,DT,3
53589,time,NN,4
53590,the,DT,3
53591,second,JJ,6
53592,rocket,NN,6
53593,had,VBD,3
53594,burst,VBN,5
53595,there,EX,5
53596,were,VBD,4
53597,so,RB,2
53598,many,JJ,4
53599,people,NNS,6
53600,in,IN,2
53601,the,DT,3
53602,arcade,NN,6
53604,that,WDT,4
53605,had,VBD,3
53606,been,VBN,4
53607,empty,RB,5
53608,a,DT,1
53609,minute,NN,6
53610,before,IN,6
53612,that,IN,4
53613,the,DT,3
53614,waiter,NN,6
53616,holding,VBG,7
53617,the,DT,3
53618,bottle,NN,6
53619,high,JJ,4
53620,up,RP,2
53621,over,IN,4
53622,his,PRP$,3
53623,head,NN,4
53625,could,MD,5
53626,hardly,RB,6
53627,get,VB,3
53628,through,IN,7
53629,the,DT,3
53630,crowd,NN,5
53631,to,TO,2
53632,our,PRP$,3
53633,table,NN,5
53635,People,NNS,6
53636,were,VBD,4
53637,coming,VBG,6
53638,into,IN,4
53639,the,DT,3
53640,square,NN,6
53641,from,IN,4
53642,all,DT,3
53643,sides,NNS,5
53645,and,CC,3
53646,down,IN,4
53647,the,DT,3
53648,street,NN,6
53649,we,PRP,2
53650,heard,VBD,5
53651,the,DT,3
53652,pipes,NNS,5
53653,and,CC,3
53654,the,DT,3
53655,fifes,NN,5
53656,and,CC,3
53657,the,DT,3
53658,drums,NNS,5
53659,coming,VBG,6
53661,They,PRP,4
53662,were,VBD,4
53663,playing,VBG,7
53664,the,DT,3
53665,_riau-riau_,JJ,11
53666,music,NN,5
53668,the,DT,3
53669,pipes,NNS,5
53670,shrill,NN,6
53671,and,CC,3
53672,the,DT,3
53673,drums,NNS,5
53674,pounding,NN,8
53676,and,CC,3
53677,behind,IN,6
53678,them,PRP,4
53679,came,VBD,4
53680,the,DT,3
53681,men,NNS,3
53682,and,CC,3
53683,boys,NNS,4
53684,dancing,VBG,7
53686,When,WRB,4
53687,the,DT,3
53688,fifers,NNS,6
53689,stopped,VBD,7
53690,they,PRP,4
53691,all,DT,3
53692,crouched,VBD,8
53693,down,RB,4
53694,in,IN,2
53695,the,DT,3
53696,street,NN,6
53698,and,CC,3
53699,when,WRB,4
53700,the,DT,3
53701,reed-pipes,NNS,10
53702,and,CC,3
53703,the,DT,3
53704,fifes,NN,5
53705,shrilled,VBD,8
53707,and,CC,3
53708,the,DT,3
53709,flat,JJ,4
53711,dry,JJ,3
53713,hollow,JJ,6
53714,drums,NNS,5
53715,tapped,VBD,6
53716,it,PRP,2
53717,out,RP,3
53718,again,RB,5
53720,they,PRP,4
53721,all,DT,3
53722,went,VBD,4
53723,up,RP,2
53724,in,IN,2
53725,the,DT,3
53726,air,NN,3
53727,dancing,VBG,7
53729,In,IN,2
53730,the,DT,3
53731,crowd,NN,5
53732,you,PRP,3
53733,saw,VBD,3
53734,only,RB,4
53735,the,DT,3
53736,heads,NNS,5
53737,and,CC,3
53738,shoulders,NNS,9
53739,of,IN,2
53740,the,DT,3
53741,dancers,NNS,7
53742,going,VBG,5
53743,up,RB,2
53744,and,CC,3
53745,down,RB,4
53747,In,IN,2
53748,the,DT,3
53749,square,NN,6
53750,a,DT,1
53751,man,NN,3
53753,bent,NN,4
53754,over,IN,4
53756,was,VBD,3
53757,playing,VBG,7
53758,on,IN,2
53759,a,DT,1
53760,reed-pipe,JJ,9
53762,and,CC,3
53763,a,DT,1
53764,crowd,NN,5
53765,of,IN,2
53766,children,NNS,8
53767,were,VBD,4
53768,following,VBG,9
53769,him,PRP,3
53770,shouting,VBG,8
53772,and,CC,3
53773,pulling,VBG,7
53774,at,IN,2
53775,his,PRP$,3
53776,clothes,NNS,7
53778,He,PRP,2
53779,came,VBD,4
53780,out,IN,3
53781,of,IN,2
53782,the,DT,3
53783,square,NN,6
53785,the,DT,3
53786,children,NNS,8
53787,following,VBG,9
53788,him,PRP,3
53790,and,CC,3
53791,piped,VBD,5
53792,them,PRP,4
53793,past,IN,4
53794,the,DT,3
53795,café,NN,4
53796,and,CC,3
53797,down,IN,4
53798,a,DT,1
53799,side,JJ,4
53800,street,NN,6
53802,We,PRP,2
53803,saw,VBD,3
53804,his,PRP$,3
53805,blank,NN,5
53806,pockmarked,VBD,10
53807,face,NN,4
53808,as,IN,2
53809,he,PRP,2
53810,went,VBD,4
53811,by,IN,2
53813,piping,VBG,6
53815,the,DT,3
53816,children,NNS,8
53817,close,RB,5
53818,behind,IN,6
53819,him,PRP,3
53820,shouting,VBG,8
53821,and,CC,3
53822,pulling,VBG,7
53823,at,IN,2
53824,him,PRP,3
53827,He,PRP,2
53828,must,MD,4
53829,be,VB,2
53830,the,DT,3
53831,village,NN,7
53832,idiot,NN,5
53835,Bill,NNP,4
53836,said,VBD,4
53839,My,NNP,2
53840,God,NNP,3
53842,look,NN,4
53843,at,IN,2
53844,that,DT,4
53847,Down,IN,4
53848,the,DT,3
53849,street,NN,6
53850,came,VBD,4
53851,dancers,NNS,7
53853,The,DT,3
53854,street,NN,6
53855,was,VBD,3
53856,solid,JJ,5
53857,with,IN,4
53858,dancers,NNS,7
53860,all,DT,3
53861,men,NNS,3
53863,They,PRP,4
53864,were,VBD,4
53865,all,DT,3
53866,dancing,VBG,7
53867,in,IN,2
53868,time,NN,4
53869,behind,IN,6
53870,their,PRP$,5
53871,own,JJ,3
53872,fifers,NNS,6
53873,and,CC,3
53874,drummers,NNS,8
53876,They,PRP,4
53877,were,VBD,4
53878,a,DT,1
53879,club,NN,4
53880,of,IN,2
53881,some,DT,4
53882,sort,NN,4
53884,and,CC,3
53885,all,DT,3
53886,wore,VBP,4
53887,workmen,NNS,7
53889,s,JJ,1
53890,blue,NN,4
53891,smocks,NNS,6
53893,and,CC,3
53894,red,JJ,3
53895,handkerchiefs,NNS,13
53896,around,IN,6
53897,their,PRP$,5
53898,necks,NNS,5
53900,and,CC,3
53901,carried,VBD,7
53902,a,DT,1
53903,great,JJ,5
53904,banner,NN,6
53905,on,IN,2
53906,two,CD,3
53907,poles,NNS,5
53909,The,DT,3
53910,banner,NN,6
53911,danced,VBD,6
53912,up,RB,2
53913,and,CC,3
53914,down,RB,4
53915,with,IN,4
53916,them,PRP,4
53917,as,IN,2
53918,they,PRP,4
53919,came,VBD,4
53920,down,RB,4
53921,surrounded,VBN,10
53922,by,IN,2
53923,the,DT,3
53924,crowd,NN,5
53927,Hurray,NNP,6
53928,for,IN,3
53929,Wine,NNP,4
53931,Hurray,NNP,6
53932,for,IN,3
53933,the,DT,3
53934,Foreigners,NNS,10
53937,was,VBD,3
53938,painted,VBN,7
53939,on,IN,2
53940,the,DT,3
53941,banner,NN,6
53944,Where,WRB,5
53945,are,VBP,3
53946,the,DT,3
53947,foreigners,NNS,10
53950,Robert,NNP,6
53951,Cohn,NNP,4
53952,asked,VBD,5
53955,We,PRP,2
53957,re,VB,2
53958,the,DT,3
53959,foreigners,NNS,10
53962,Bill,NNP,4
53963,said,VBD,4
53965,All,PDT,3
53966,the,DT,3
53967,time,NN,4
53968,rockets,NNS,7
53969,were,VBD,4
53970,going,VBG,5
53971,up,RB,2
53973,The,DT,3
53974,café,NN,4
53975,tables,NNS,6
53976,were,VBD,4
53977,all,DT,3
53978,full,JJ,4
53979,now,RB,3
53981,The,DT,3
53982,square,NN,6
53983,was,VBD,3
53984,emptying,VBG,8
53985,of,IN,2
53986,people,NNS,6
53987,and,CC,3
53988,the,DT,3
53989,crowd,NN,5
53990,was,VBD,3
53991,filling,VBG,7
53992,the,DT,3
53993,cafés,NN,5
53996,Where,WRB,5
53998,s,NN,1
53999,Brett,NNP,5
54000,and,CC,3
54001,Mike,NNP,4
54004,Bill,NNP,4
54005,asked,VBD,5
54008,I,PRP,1
54010,ll,JJ,2
54011,go,NN,2
54012,and,CC,3
54013,get,VB,3
54014,them,PRP,4
54017,Cohn,NNP,4
54018,said,VBD,4
54021,Bring,NNP,5
54022,them,PRP,4
54023,here.,VBP,5
54025,The,DT,3
54026,fiesta,NN,6
54027,was,VBD,3
54028,really,RB,6
54029,started,VBN,7
54031,It,PRP,2
54032,kept,VBD,4
54033,up,RB,2
54034,day,NN,3
54035,and,CC,3
54036,night,NN,5
54037,for,IN,3
54038,seven,CD,5
54039,days,NNS,4
54041,The,DT,3
54042,dancing,NN,7
54043,kept,VBD,4
54044,up,RB,2
54046,the,DT,3
54047,drinking,NN,8
54048,kept,VBD,4
54049,up,RB,2
54051,the,DT,3
54052,noise,NN,5
54053,went,VBD,4
54054,on,IN,2
54056,The,DT,3
54057,things,NNS,6
54058,that,WDT,4
54059,happened,VBD,8
54060,could,MD,5
54061,only,RB,4
54062,have,VB,4
54063,happened,VBN,8
54064,during,IN,6
54065,a,DT,1
54066,fiesta,NN,6
54068,Everything,NN,10
54069,became,VBD,6
54070,quite,RB,5
54071,unreal,JJ,6
54072,finally,RB,7
54073,and,CC,3
54074,it,PRP,2
54075,seemed,VBD,6
54076,as,IN,2
54077,though,IN,6
54078,nothing,NN,7
54079,could,MD,5
54080,have,VB,4
54081,any,DT,3
54082,consequences,NNS,12
54084,It,PRP,2
54085,seemed,VBD,6
54086,out,IN,3
54087,of,IN,2
54088,place,NN,5
54089,to,TO,2
54090,think,VB,5
54091,of,IN,2
54092,consequences,NNS,12
54093,during,IN,6
54094,the,DT,3
54095,fiesta,NN,6
54097,All,DT,3
54098,during,IN,6
54099,the,DT,3
54100,fiesta,NN,6
54101,you,PRP,3
54102,had,VBD,3
54103,the,DT,3
54104,feeling,NN,7
54106,even,RB,4
54107,when,WRB,4
54108,it,PRP,2
54109,was,VBD,3
54110,quiet,JJ,5
54112,that,IN,4
54113,you,PRP,3
54114,had,VBD,3
54115,to,TO,2
54116,shout,VB,5
54117,any,DT,3
54118,remark,NN,6
54119,to,TO,2
54120,make,VB,4
54121,it,PRP,2
54122,heard,PRP,5
54124,It,PRP,2
54125,was,VBD,3
54126,the,DT,3
54127,same,JJ,4
54128,feeling,NN,7
54129,about,IN,5
54130,any,DT,3
54131,action,NN,6
54133,It,PRP,2
54134,was,VBD,3
54135,a,DT,1
54136,fiesta,NN,6
54137,and,CC,3
54138,it,PRP,2
54139,went,VBD,4
54140,on,IN,2
54141,for,IN,3
54142,seven,CD,5
54143,days,NNS,4
54145,That,DT,4
54146,afternoon,NN,9
54147,was,VBD,3
54148,the,DT,3
54149,big,JJ,3
54150,religious,JJ,9
54151,procession,NN,10
54153,San,NNP,3
54154,Fermin,NNP,6
54155,was,VBD,3
54156,translated,VBN,10
54157,from,IN,4
54158,one,CD,3
54159,church,NN,6
54160,to,TO,2
54161,another,DT,7
54163,In,IN,2
54164,the,DT,3
54165,procession,NN,10
54166,were,VBD,4
54167,all,PDT,3
54168,the,DT,3
54169,dignitaries,NNS,11
54171,civil,JJ,5
54172,and,CC,3
54173,religious,JJ,9
54175,We,PRP,2
54176,could,MD,5
54177,not,RB,3
54178,see,VB,3
54179,them,PRP,4
54180,because,IN,7
54181,the,DT,3
54182,crowd,NN,5
54183,was,VBD,3
54184,too,RB,3
54185,great,JJ,5
54187,Ahead,NNP,5
54188,of,IN,2
54189,the,DT,3
54190,formal,JJ,6
54191,procession,NN,10
54192,and,CC,3
54193,behind,IN,6
54194,it,PRP,2
54195,danced,VBD,6
54196,the,DT,3
54197,_riau-riau_,JJ,11
54198,dancers,NNS,7
54200,There,EX,5
54201,was,VBD,3
54202,one,CD,3
54203,mass,NN,4
54204,of,IN,2
54205,yellow,JJ,6
54206,shirts,NNS,6
54207,dancing,VBG,7
54208,up,RB,2
54209,and,CC,3
54210,down,RB,4
54211,in,IN,2
54212,the,DT,3
54213,crowd,NN,5
54215,All,DT,3
54216,we,PRP,2
54217,could,MD,5
54218,see,VB,3
54219,of,IN,2
54220,the,DT,3
54221,procession,NN,10
54222,through,IN,7
54223,the,DT,3
54224,closely,RB,7
54225,pressed,JJ,7
54226,people,NNS,6
54227,that,WDT,4
54228,crowded,VBD,7
54229,all,PDT,3
54230,the,DT,3
54231,side,NN,4
54232,streets,NNS,7
54233,and,CC,3
54234,curbs,NNS,5
54235,were,VBD,4
54236,the,DT,3
54237,great,JJ,5
54238,giants,NNS,6
54240,cigar-store,NN,11
54241,Indians,NNPS,7
54243,thirty,JJ,6
54244,feet,NNS,4
54245,high,JJ,4
54247,Moors,NNPS,5
54249,a,DT,1
54250,King,NNP,4
54251,and,CC,3
54252,Queen,NNP,5
54254,whirling,VBG,8
54255,and,CC,3
54256,waltzing,VBG,8
54257,solemnly,RB,8
54258,to,TO,2
54259,the,DT,3
54260,_riau-riau_,JJ,11
54262,They,PRP,4
54263,were,VBD,4
54264,all,DT,3
54265,standing,VBG,8
54266,outside,IN,7
54267,the,DT,3
54268,chapel,NN,6
54269,where,WRB,5
54270,San,NNP,3
54271,Fermin,NNP,6
54272,and,CC,3
54273,the,DT,3
54274,dignitaries,NNS,11
54275,had,VBD,3
54276,passed,VBN,6
54277,in,IN,2
54279,leaving,VBG,7
54280,a,DT,1
54281,guard,NN,5
54282,of,IN,2
54283,soldiers,NNS,8
54285,the,DT,3
54286,giants,NNS,6
54288,with,IN,4
54289,the,DT,3
54290,men,NNS,3
54291,who,WP,3
54292,danced,VBD,6
54293,in,IN,2
