,token_str,pos,n
51389,not,RB,3
51390,take,VB,4
51391,that,DT,4
51392,away,RB,4
51393,from,IN,4
51394,him,PRP,3
51396,Bill,NNP,4
51397,was,VBD,3
51398,very,RB,4
51399,funny,JJ,5
51401,So,NNP,2
51402,was,VBD,3
51403,Michael,NNP,7
51405,They,PRP,4
51406,were,VBD,4
51407,good,JJ,4
51408,together,RB,8
51410,It,PRP,2
51411,was,VBD,3
51412,like,JJ,4
51413,certain,JJ,7
51414,dinners,NNS,7
51415,I,PRP,1
51416,remember,VBP,8
51417,from,IN,4
51418,the,DT,3
51419,war,NN,3
51421,There,EX,5
51422,was,VBD,3
51423,much,JJ,4
51424,wine,NN,4
51426,an,DT,2
51427,ignored,JJ,7
51428,tension,NN,7
51430,and,CC,3
51431,a,DT,1
51432,feeling,NN,7
51433,of,IN,2
51434,things,NNS,6
51435,coming,VBG,6
51436,that,IN,4
51437,you,PRP,3
51438,could,MD,5
51439,not,RB,3
51440,prevent,VB,7
51441,happening,VBG,9
51443,Under,IN,5
51444,the,DT,3
51445,wine,NN,4
51446,I,PRP,1
51447,lost,VBD,4
51448,the,DT,3
51449,disgusted,JJ,9
51450,feeling,NN,7
51451,and,CC,3
51452,was,VBD,3
51453,happy,JJ,5
51455,It,PRP,2
51456,seemed,VBD,6
51457,they,PRP,4
51458,were,VBD,4
51459,all,DT,3
51460,such,JJ,4
51461,nice,JJ,4
51462,people,NNS,6
51464,CHAPTER,NN,7
51466,I,PRP,1
51467,do,VBP,2
51468,not,RB,3
51469,know,VB,4
51470,what,WP,4
51471,time,NN,4
51472,I,PRP,1
51473,got,VBD,3
51474,to,TO,2
51475,bed,VB,3
51477,I,PRP,1
51478,remember,VBP,8
51479,undressing,JJ,10
51481,putting,VBG,7
51482,on,IN,2
51483,a,DT,1
51484,bathrobe,NN,8
51486,and,CC,3
51487,standing,VBG,8
51488,out,RP,3
51489,on,IN,2
51490,the,DT,3
51491,balcony,NN,7
51493,I,PRP,1
51494,knew,VBD,4
51495,I,PRP,1
51496,was,VBD,3
51497,quite,RB,5
51498,drunk,JJ,5
51500,and,CC,3
51501,when,WRB,4
51502,I,PRP,1
51503,came,VBD,4
51504,in,IN,2
51505,I,PRP,1
51506,put,VBP,3
51507,on,IN,2
51508,the,DT,3
51509,light,NN,5
51510,over,IN,4
51511,the,DT,3
51512,head,NN,4
51513,of,IN,2
51514,the,DT,3
51515,bed,NN,3
51516,and,CC,3
51517,started,VBD,7
51518,to,TO,2
51519,read,VB,4
51521,I,PRP,1
51522,was,VBD,3
51523,reading,VBG,7
51524,a,DT,1
51525,book,NN,4
51526,by,IN,2
51527,Turgenieff,NNP,10
51529,Probably,RB,8
51530,I,PRP,1
51531,read,VBP,4
51532,the,DT,3
51533,same,JJ,4
51534,two,CD,3
51535,pages,NNS,5
51536,over,IN,4
51537,several,JJ,7
51538,times,NNS,5
51540,It,PRP,2
51541,was,VBD,3
51542,one,CD,3
51543,of,IN,2
51544,the,DT,3
51545,stories,NNS,7
51546,in,IN,2
51548,A,NNP,1
51549,Sportsman,NNP,9
51551,s,VBD,1
51552,Sketches.,NNP,9
51554,I,PRP,1
51555,had,VBD,3
51556,read,VBN,4
51557,it,PRP,2
51558,before,IN,6
51560,but,CC,3
51561,it,PRP,2
51562,seemed,VBD,6
51563,quite,RB,5
51564,new,JJ,3
51566,The,DT,3
51567,country,NN,7
51568,became,VBD,6
51569,very,RB,4
51570,clear,JJ,5
51571,and,CC,3
51572,the,DT,3
51573,feeling,NN,7
51574,of,IN,2
51575,pressure,NN,8
51576,in,IN,2
51577,my,PRP$,2
51578,head,NN,4
51579,seemed,VBD,6
51580,to,TO,2
51581,loosen,VB,6
51583,I,PRP,1
51584,was,VBD,3
51585,very,RB,4
51586,drunk,JJ,5
51587,and,CC,3
51588,I,PRP,1
51589,did,VBD,3
51590,not,RB,3
51591,want,VB,4
51592,to,TO,2
51593,shut,VB,4
51594,my,PRP$,2
51595,eyes,NNS,4
51596,because,IN,7
51597,the,DT,3
51598,room,NN,4
51599,would,MD,5
51600,go,VB,2
51601,round,NN,5
51602,and,CC,3
51603,round,NN,5
51605,If,IN,2
51606,I,PRP,1
51607,kept,VBD,4
51608,on,IN,2
51609,reading,NN,7
51610,that,IN,4
51611,feeling,VBG,7
51612,would,MD,5
51613,pass,VB,4
51615,I,PRP,1
51616,heard,VBD,5
51617,Brett,NNP,5
51618,and,CC,3
51619,Robert,NNP,6
51620,Cohn,NNP,4
51621,come,VBP,4
51622,up,RP,2
51623,the,DT,3
51624,stairs,NNS,6
51626,Cohn,NNP,4
51627,said,VBD,4
51628,good,JJ,4
51629,night,NN,5
51630,outside,IN,7
51631,the,DT,3
51632,door,NN,4
51633,and,CC,3
51634,went,VBD,4
51635,on,IN,2
51636,up,IN,2
51637,to,TO,2
51638,his,PRP$,3
51639,room,NN,4
51641,I,PRP,1
51642,heard,VBD,5
51643,Brett,NNP,5
51644,go,VB,2
51645,into,IN,4
51646,the,DT,3
51647,room,NN,4
51648,next,JJ,4
51649,door,NN,4
51651,Mike,NNP,4
51652,was,VBD,3
51653,already,RB,7
51654,in,IN,2
51655,bed,NN,3
51657,He,PRP,2
51658,had,VBD,3
51659,come,VBN,4
51660,in,IN,2
51661,with,IN,4
51662,me,PRP,2
51663,an,DT,2
51664,hour,NN,4
51665,before,RB,6
51667,He,PRP,2
51668,woke,VBD,4
51669,as,IN,2
51670,she,PRP,3
51671,came,VBD,4
51672,in,IN,2
51674,and,CC,3
51675,they,PRP,4
51676,talked,VBD,6
51677,together,RB,8
51679,I,PRP,1
51680,heard,VBD,5
51681,them,PRP,4
51682,laugh,NN,5
51684,I,PRP,1
51685,turned,VBD,6
51686,off,RP,3
51687,the,DT,3
51688,light,NN,5
51689,and,CC,3
51690,tried,VBD,5
51691,to,TO,2
51692,go,VB,2
51693,to,TO,2
51694,sleep,VB,5
51696,It,PRP,2
51697,was,VBD,3
51698,not,RB,3
51699,necessary,JJ,9
51700,to,TO,2
51701,read,VB,4
51702,any,DT,3
51703,more,JJR,4
51705,I,PRP,1
51706,could,MD,5
51707,shut,VB,4
51708,my,PRP$,2
51709,eyes,NNS,4
51710,without,IN,7
51711,getting,VBG,7
51712,the,DT,3
51713,wheeling,VBG,8
51714,sensation,NN,9
51716,But,CC,3
51717,I,PRP,1
51718,could,MD,5
51719,not,RB,3
51720,sleep,VB,5
51722,There,EX,5
51723,is,VBZ,2
51724,no,DT,2
51725,reason,NN,6
51726,why,WRB,3
51727,because,IN,7
51728,it,PRP,2
51729,is,VBZ,2
51730,dark,JJ,4
51731,you,PRP,3
51732,should,MD,6
51733,look,VB,4
51734,at,IN,2
51735,things,NNS,6
51736,differently,RB,11
51737,from,IN,4
51738,when,WRB,4
51739,it,PRP,2
51740,is,VBZ,2
51741,light,JJ,5
51743,The,DT,3
51744,hell,NN,4
51745,there,RB,5
51746,isn,JJ,3
51748,t,NN,1
51750,I,PRP,1
51751,figured,VBD,7
51752,that,IN,4
51753,all,DT,3
51754,out,RB,3
51755,once,RB,4
51757,and,CC,3
51758,for,IN,3
51759,six,CD,3
51760,months,NNS,6
51761,I,PRP,1
51762,never,RB,5
51763,slept,VBD,5
51764,with,IN,4
51765,the,DT,3
51766,electric,JJ,8
51767,light,NN,5
51768,off,RB,3
51770,That,DT,4
51771,was,VBD,3
51772,another,DT,7
51773,bright,JJ,6
51774,idea,NN,4
51776,To,TO,2
51777,hell,VB,4
51778,with,IN,4
51779,women,NNS,5
51781,anyway,RB,6
51783,To,TO,2
51784,hell,VB,4
51785,with,IN,4
51786,you,PRP,3
51788,Brett,NNP,5
51789,Ashley,NNP,6
51791,Women,NNP,5
51792,made,VBD,4
51793,such,JJ,4
51794,swell,JJ,5
51795,friends,NNS,7
51797,Awfully,RB,7
51798,swell,VBP,5
51800,In,IN,2
51801,the,DT,3
51802,first,JJ,5
51803,place,NN,5
51805,you,PRP,3
51806,had,VBD,3
51807,to,TO,2
51808,be,VB,2
51809,in,IN,2
51810,love,NN,4
51811,with,IN,4
51812,a,DT,1
51813,woman,NN,5
51814,to,TO,2
51815,have,VB,4
51816,a,DT,1
51817,basis,NN,5
51818,of,IN,2
51819,friendship,NN,10
51821,I,PRP,1
51822,had,VBD,3
51823,been,VBN,4
51824,having,VBG,6
51825,Brett,NNP,5
51826,for,IN,3
51827,a,DT,1
51828,friend,NN,6
51830,I,PRP,1
51831,had,VBD,3
51832,not,RB,3
51833,been,VBN,4
51834,thinking,VBG,8
51835,about,IN,5
51836,her,PRP$,3
51837,side,NN,4
51838,of,IN,2
51839,it,PRP,2
51841,I,PRP,1
51842,had,VBD,3
51843,been,VBN,4
51844,getting,VBG,7
51845,something,NN,9
51846,for,IN,3
51847,nothing,NN,7
51849,That,IN,4
51850,only,RB,4
51851,delayed,VBD,7
51852,the,DT,3
51853,presentation,NN,12
51854,of,IN,2
51855,the,DT,3
51856,bill,NN,4
51858,The,DT,3
51859,bill,NN,4
51860,always,RB,6
51861,came,VBD,4
51863,That,DT,4
51864,was,VBD,3
51865,one,CD,3
51866,of,IN,2
51867,the,DT,3
51868,swell,NN,5
51869,things,NNS,6
51870,you,PRP,3
51871,could,MD,5
51872,count,VB,5
51873,on,IN,2
51875,I,PRP,1
51876,thought,VBD,7
51877,I,PRP,1
51878,had,VBD,3
51879,paid,VBN,4
51880,for,IN,3
51881,everything,NN,10
51883,Not,RB,3
51884,like,IN,4
51885,the,DT,3
51886,woman,NN,5
51887,pays,VBZ,4
51888,and,CC,3
51889,pays,NNS,4
51890,and,CC,3
51891,pays,NNS,4
51893,No,DT,2
51894,idea,NN,4
51895,of,IN,2
51896,retribution,NN,11
51897,or,CC,2
51898,punishment,NN,10
51900,Just,NNP,4
51901,exchange,NN,8
51902,of,IN,2
51903,values,NNS,6
51905,You,PRP,3
51906,gave,VBD,4
51907,up,RP,2
51908,something,NN,9
51909,and,CC,3
51910,got,VBD,3
51911,something,NN,9
51912,else,RB,4
51914,Or,CC,2
51915,you,PRP,3
51916,worked,VBN,6
51917,for,IN,3
51918,something,NN,9
51920,You,PRP,3
51921,paid,VBD,4
51922,some,DT,4
51923,way,NN,3
51924,for,IN,3
51925,everything,NN,10
51926,that,WDT,4
51927,was,VBD,3
51928,any,DT,3
51929,good,JJ,4
51931,I,PRP,1
51932,paid,VBD,4
51933,my,PRP$,2
51934,way,NN,3
51935,into,IN,4
51936,enough,JJ,6
51937,things,NNS,6
51938,that,IN,4
51939,I,PRP,1
51940,liked,VBD,5
51942,so,IN,2
51943,that,IN,4
51944,I,PRP,1
51945,had,VBD,3
51946,a,DT,1
51947,good,JJ,4
51948,time,NN,4
51950,Either,CC,6
51951,you,PRP,3
51952,paid,VBN,4
51953,by,IN,2
51954,learning,VBG,8
51955,about,IN,5
51956,them,PRP,4
51958,or,CC,2
51959,by,IN,2
51960,experience,NN,10
51962,or,CC,2
51963,by,IN,2
51964,taking,VBG,6
51965,chances,NNS,7
51967,or,CC,2
51968,by,IN,2
51969,money,NN,5
51971,Enjoying,VBG,8
51972,living,NN,6
51973,was,VBD,3
51974,learning,VBG,8
51975,to,TO,2
51976,get,VB,3
51977,your,PRP$,4
51978,money,NN,5
51980,s,VBP,1
51981,worth,NN,5
51982,and,CC,3
51983,knowing,NN,7
51984,when,WRB,4
51985,you,PRP,3
51986,had,VBD,3
51987,it,PRP,2
51989,You,PRP,3
51990,could,MD,5
51991,get,VB,3
51992,your,PRP$,4
51993,money,NN,5
51995,s,NN,1
51996,worth,NN,5
51998,The,DT,3
51999,world,NN,5
52000,was,VBD,3
52001,a,DT,1
52002,good,JJ,4
52003,place,NN,5
52004,to,TO,2
52005,buy,VB,3
52006,in,IN,2
52008,It,PRP,2
52009,seemed,VBD,6
52010,like,IN,4
52011,a,DT,1
52012,fine,JJ,4
52013,philosophy,NN,10
52015,In,IN,2
52016,five,CD,4
52017,years,NNS,5
52019,I,PRP,1
52020,thought,VBD,7
52022,it,PRP,2
52023,will,MD,4
52024,seem,VB,4
52025,just,RB,4
52026,as,RB,2
52027,silly,RB,5
52028,as,IN,2
52029,all,PDT,3
52030,the,DT,3
52031,other,JJ,5
52032,fine,JJ,4
52033,philosophies,NNS,12
52034,I,PRP,1
52036,ve,JJ,2
52037,had,VBD,3
52039,Perhaps,RB,7
52040,that,IN,4
52041,wasn,VBP,4
52043,t,NN,1
52044,true,JJ,4
52046,though,RB,6
52048,Perhaps,RB,7
52049,as,IN,2
52050,you,PRP,3
52051,went,VBD,4
52052,along,IN,5
52053,you,PRP,3
52054,did,VBD,3
52055,learn,VB,5
52056,something,NN,9
52058,I,PRP,1
52059,did,VBD,3
52060,not,RB,3
52061,care,VB,4
52062,what,WP,4
52063,it,PRP,2
52064,was,VBD,3
52065,all,DT,3
52066,about,IN,5
52068,All,DT,3
52069,I,PRP,1
52070,wanted,VBD,6
52071,to,TO,2
52072,know,VB,4
52073,was,VBD,3
52074,how,WRB,3
52075,to,TO,2
52076,live,VB,4
52077,in,IN,2
52078,it,PRP,2
52080,Maybe,RB,5
52081,if,IN,2
52082,you,PRP,3
52083,found,VBD,5
52084,out,RP,3
52085,how,WRB,3
52086,to,TO,2
52087,live,VB,4
52088,in,IN,2
52089,it,PRP,2
52090,you,PRP,3
52091,learned,VBD,7
52092,from,IN,4
52093,that,IN,4
52094,what,WP,4
52095,it,PRP,2
52096,was,VBD,3
52097,all,DT,3
52098,about,IN,5
52100,I,PRP,1
52101,wished,VBD,6
52102,Mike,NNP,4
52103,would,MD,5
52104,not,RB,3
52105,behave,VB,6
52106,so,RB,2
52107,terribly,RB,8
52108,to,TO,2
52109,Cohn,NNP,4
52111,though,RB,6
52113,Mike,NNP,4
52114,was,VBD,3
52115,a,DT,1
52116,bad,JJ,3
52117,drunk,NN,5
52119,Brett,NNP,5
52120,was,VBD,3
52121,a,DT,1
52122,good,JJ,4
52123,drunk,NN,5
52125,Bill,NNP,4
52126,was,VBD,3
52127,a,DT,1
52128,good,JJ,4
52129,drunk,NN,5
52131,Cohn,NNP,4
52132,was,VBD,3
52133,never,RB,5
52134,drunk,VBN,5
52136,Mike,NNP,4
52137,was,VBD,3
52138,unpleasant,JJ,10
52139,after,IN,5
52140,he,PRP,2
52141,passed,VBD,6
52142,a,DT,1
52143,certain,JJ,7
52144,point,NN,5
52146,I,PRP,1
52147,liked,VBD,5
52148,to,TO,2
52149,see,VB,3
52150,him,PRP,3
52151,hurt,VB,4
52152,Cohn,NNP,4
52154,I,PRP,1
52155,wished,VBD,6
52156,he,PRP,2
52157,would,MD,5
52158,not,RB,3
52159,do,VB,2
52160,it,PRP,2
52162,though,RB,6
52164,because,IN,7
52165,afterward,IN,9
52166,it,PRP,2
52167,made,VBD,4
52168,me,PRP,2
52169,disgusted,VBD,9
52170,at,IN,2
52171,myself,PRP,6
52173,That,DT,4
52174,was,VBD,3
52175,morality,NN,8
52177,things,NNS,6
52178,that,IN,4
52179,made,VBD,4
52180,you,PRP,3
52181,disgusted,JJ,9
52182,afterward,RB,9
52184,No,UH,2
52186,that,DT,4
52187,must,MD,4
52188,be,VB,2
52189,immorality,NN,10
52191,That,DT,4
52192,was,VBD,3
52193,a,DT,1
52194,large,JJ,5
52195,statement,NN,9
52197,What,WP,4
52198,a,DT,1
52199,lot,NN,3
52200,of,IN,2
52201,bilge,NN,5
52202,I,PRP,1
52203,could,MD,5
52204,think,VB,5
52205,up,RP,2
52206,at,IN,2
52207,night,NN,5
52209,What,WP,4
52210,rot,NN,3
52212,I,PRP,1
52213,could,MD,5
52214,hear,VB,4
52215,Brett,NNP,5
52216,say,VBP,3
52217,it,PRP,2
52219,What,WP,4
52220,rot,NN,3
52222,When,WRB,4
52223,you,PRP,3
52224,were,VBD,4
52225,with,IN,4
52226,English,NNP,7
52227,you,PRP,3
52228,got,VBD,3
52229,into,IN,4
52230,the,DT,3
52231,habit,NN,5
52232,of,IN,2
52233,using,VBG,5
52234,English,JJ,7
52235,expressions,NNS,11
52236,in,IN,2
52237,your,PRP$,4
52238,thinking,NN,8
52240,The,DT,3
52241,English,NNP,7
52242,spoken,VBD,6
52243,language—the,JJ,12
52244,upper,JJ,5
52245,classes,NNS,7
52247,anyway—must,RB,11
52248,have,VBP,4
52249,fewer,JJR,5
52250,words,NNS,5
52251,than,IN,4
52252,the,DT,3
52253,Eskimo,NNP,6
52255,Of,IN,2
52256,course,NN,6
52257,I,PRP,1
52258,didn,VBP,4
52260,t,NN,1
52261,know,VBP,4
52262,anything,NN,8
52263,about,IN,5
52264,the,DT,3
52265,Eskimo,NNP,6
52267,Maybe,RB,5
52268,the,DT,3
52269,Eskimo,NNP,6
52270,was,VBD,3
52271,a,DT,1
52272,fine,JJ,4
52273,language,NN,8
52275,Say,VB,3
52276,the,DT,3
52277,Cherokee,NNP,8
52279,I,PRP,1
52280,didn,VBP,4
52282,t,NN,1
52283,know,VBP,4
52284,anything,NN,8
52285,about,IN,5
52286,the,DT,3
52287,Cherokee,NNP,8
52289,either,RB,6
52291,The,DT,3
52292,English,JJ,7
52293,talked,VBD,6
52294,with,IN,4
52295,inflected,JJ,9
52296,phrases,NNS,7
52298,One,CD,3
52299,phrase,NN,6
52300,to,TO,2
52301,mean,VB,4
52302,everything,NN,10
52304,I,PRP,1
52305,liked,VBD,5
52306,them,PRP,4
52308,though,IN,6
52310,I,PRP,1
52311,liked,VBD,5
52312,the,DT,3
52313,way,NN,3
52314,they,PRP,4
52315,talked,VBD,6
52317,Take,VB,4
52318,Harris,NNP,6
52320,Still,RB,5
52321,Harris,NNP,6
52322,was,VBD,3
52323,not,RB,3
52324,the,DT,3
52325,upper,JJ,5
52326,classes,NNS,7
52328,I,PRP,1
52329,turned,VBD,6
52330,on,IN,2
52331,the,DT,3
52332,light,NN,5
52333,again,RB,5
52334,and,CC,3
52335,read,VB,4
52337,I,PRP,1
52338,read,VBD,4
52339,the,DT,3
52340,Turgenieff,NNP,10
52342,I,PRP,1
52343,knew,VBD,4
52344,that,IN,4
52345,now,RB,3
52347,reading,VBG,7
52348,it,PRP,2
52349,in,IN,2
52350,the,DT,3
52351,oversensitized,JJ,14
52352,state,NN,5
52353,of,IN,2
52354,my,PRP$,2
52355,mind,NN,4
52356,after,IN,5
52357,much,JJ,4
52358,too,RB,3
52359,much,JJ,4
52360,brandy,NN,6
52362,I,PRP,1
52363,would,MD,5
52364,remember,VB,8
52365,it,PRP,2
52366,somewhere,RB,9
52368,and,CC,3
52369,afterward,IN,9
52370,it,PRP,2
52371,would,MD,5
52372,seem,VB,4
52373,as,IN,2
52374,though,IN,6
52375,it,PRP,2
52376,had,VBD,3
52377,really,RB,6
52378,happened,VBN,8
52379,to,TO,2
52380,me,PRP,2
52382,I,PRP,1
52383,would,MD,5
52384,always,RB,6
52385,have,VB,4
52386,it,PRP,2
52388,That,DT,4
52389,was,VBD,3
52390,another,DT,7
52391,good,JJ,4
52392,thing,NN,5
52393,you,PRP,3
52394,paid,VBP,4
52395,for,IN,3
52396,and,CC,3
52397,then,RB,4
52398,had,VBD,3
52400,Some,DT,4
52401,time,NN,4
52402,along,IN,5
52403,toward,IN,6
52404,daylight,NN,8
52405,I,PRP,1
52406,went,VBD,4
52407,to,TO,2
52408,sleep,VB,5
52415,The,DT,3
52416,next,JJ,4
52417,two,CD,3
52418,days,NNS,4
52419,in,IN,2
52420,Pamplona,NNP,8
52421,were,VBD,4
52422,quiet,JJ,5
52424,and,CC,3
52425,there,EX,5
52426,were,VBD,4
52427,no,DT,2
52428,more,RBR,4
52429,rows,NNS,4
52431,The,DT,3
52432,town,NN,4
52433,was,VBD,3
52434,getting,VBG,7
52435,ready,JJ,5
52436,for,IN,3
52437,the,DT,3
52438,fiesta,NN,6
52440,Workmen,NNS,7
52441,put,VBD,3
52442,up,RP,2
52443,the,DT,3
52444,gate-posts,NNS,10
52445,that,WDT,4
52446,were,VBD,4
52447,to,TO,2
52448,shut,VB,4
52449,off,RP,3
52450,the,DT,3
52451,side,NN,4
52452,streets,VBZ,7
52453,when,WRB,4
52454,the,DT,3
52455,bulls,NNS,5
52456,were,VBD,4
52457,released,VBN,8
52458,from,IN,4
52459,the,DT,3
52460,corrals,NNS,7
52461,and,CC,3
52462,came,VBD,4
52463,running,VBG,7
52464,through,IN,7
52465,the,DT,3
52466,streets,NNS,7
52467,in,IN,2
52468,the,DT,3
52469,morning,NN,7
52470,on,IN,2
52471,their,PRP$,5
52472,way,NN,3
52473,to,TO,2
52474,the,DT,3
52475,ring,NN,4
52477,The,DT,3
52478,workmen,NNS,7
52479,dug,VBD,3
52480,holes,NNS,5
52481,and,CC,3
52482,fitted,VBN,6
52483,in,IN,2
52484,the,DT,3
52485,timbers,NNS,7
52487,each,DT,4
52488,timber,NN,6
52489,numbered,VBN,8
52490,for,IN,3
52491,its,PRP$,3
52492,regular,JJ,7
52493,place,NN,5
52495,Out,CC,3
52496,on,IN,2
52497,the,DT,3
52498,plateau,NN,7
52499,beyond,IN,6
52500,the,DT,3
52501,town,NN,4
52502,employees,NNS,9
52503,of,IN,2
52504,the,DT,3
52505,bull-ring,NN,9
52506,exercised,VBD,9
52507,picador,NN,7
52508,horses,NNS,6
52510,galloping,VBG,9
52511,them,PRP,4
52512,stiff-legged,JJ,12
52513,on,IN,2
52514,the,DT,3
52515,hard,JJ,4
52517,sun-baked,JJ,9
52518,fields,NNS,6
52519,behind,IN,6
52520,the,DT,3
52521,bull-ring,NN,9
52523,The,DT,3
52524,big,JJ,3
52525,gate,NN,4
52526,of,IN,2
52527,the,DT,3
52528,bull-ring,NN,9
52529,was,VBD,3
52530,open,JJ,4
52532,and,CC,3
52533,inside,IN,6
52534,the,DT,3
52535,amphitheatre,NN,12
52536,was,VBD,3
52537,being,VBG,5
52538,swept,VBN,5
52540,The,DT,3
52541,ring,NN,4
52542,was,VBD,3
52543,rolled,VBN,6
52544,and,CC,3
52545,sprinkled,VBN,9
52547,and,CC,3
52548,carpenters,NNS,10
52549,replaced,VBD,8
52550,weakened,VBD,8
52551,or,CC,2
52552,cracked,JJ,7
52553,planks,NNS,6
52554,in,IN,2
52555,the,DT,3
52556,barrera,NN,7
52558,Standing,VBG,8
52559,at,IN,2
52560,the,DT,3
52561,edge,NN,4
52562,of,IN,2
52563,the,DT,3
52564,smooth,JJ,6
52565,rolled,VBN,6
52566,sand,NN,4
52567,you,PRP,3
52568,could,MD,5
52569,look,VB,4
52570,up,RP,2
52571,in,IN,2
52572,the,DT,3
52573,empty,JJ,5
52574,stands,NNS,6
52575,and,CC,3
52576,see,VBP,3
52577,old,JJ,3
52578,women,NNS,5
52579,sweeping,VBG,8
52580,out,RP,3
52581,the,DT,3
52582,boxes,NNS,5
52584,Outside,NNP,7
52586,the,DT,3
52587,fence,NN,5
52588,that,WDT,4
52589,led,VBD,3
52590,from,IN,4
52591,the,DT,3
52592,last,JJ,4
52593,street,NN,6
52594,of,IN,2
52595,the,DT,3
52596,town,NN,4
52597,to,TO,2
52598,the,DT,3
52599,entrance,NN,8
52600,of,IN,2
52601,the,DT,3
52602,bull-ring,NN,9
52603,was,VBD,3
52604,already,RB,7
52605,in,IN,2
52606,place,NN,5
52607,and,CC,3
52608,made,VBD,4
52609,a,DT,1
52610,long,JJ,4
52611,pen,NN,3
52613,the,DT,3
52614,crowd,NN,5
52615,would,MD,5
52616,come,VB,4
52617,running,VBG,7
52618,down,RP,4
52619,with,IN,4
52620,the,DT,3
52621,bulls,NNS,5
52622,behind,IN,6
52623,them,PRP,4
52624,on,IN,2
52625,the,DT,3
52626,morning,NN,7
52627,of,IN,2
52628,the,DT,3
52629,day,NN,3
52630,of,IN,2
52631,the,DT,3
52632,first,JJ,5
52633,bull-fight,NN,10
52635,Out,CC,3
52636,across,IN,6
52637,the,DT,3
52638,plain,NN,5
52640,where,WRB,5
52641,the,DT,3
52642,horse,NN,5
52643,and,CC,3
52644,cattle,JJ,6
52645,fair,NN,4
52646,would,MD,5
52647,be,VB,2
52649,some,DT,4
52650,gypsies,NNS,7
52651,had,VBD,3
52652,camped,VBN,6
52653,under,IN,5
52654,the,DT,3
52655,trees,NNS,5
52657,The,DT,3
52658,wine,NN,4
52659,and,CC,3
52660,aguardiente,JJ,11
52661,sellers,NNS,7
52662,were,VBD,4
52663,putting,VBG,7
52664,up,RP,2
52665,their,PRP$,5
52666,booths,NNS,6
52668,One,CD,3
52669,booth,NN,5
52670,advertised,VBD,10
52671,=ANIS,NNP,5
52672,DEL,NNP,3
52673,TORO=,NNP,5
52675,The,DT,3
52676,cloth,JJ,5
52677,sign,NN,4
52678,hung,NN,4
52679,against,IN,7
52680,the,DT,3
52681,planks,NNS,6
52682,in,IN,2
52683,the,DT,3
52684,hot,JJ,3
52685,sun,NN,3
52687,In,IN,2
52688,the,DT,3
52689,big,JJ,3
52690,square,NN,6
52691,that,WDT,4
52692,was,VBD,3
52693,the,DT,3
52694,centre,NN,6
52695,of,IN,2
52696,the,DT,3
52697,town,NN,4
52698,there,EX,5
52699,was,VBD,3
52700,no,DT,2
52701,change,NN,6
52702,yet,RB,3
52704,We,PRP,2
52705,sat,VBD,3
52706,in,IN,2
52707,the,DT,3
52708,white,JJ,5
52709,wicker,NN,6
52710,chairs,NNS,6
52711,on,IN,2
52712,the,DT,3
52713,terrasse,NN,8
52714,of,IN,2
52715,the,DT,3
52716,café,NN,4
52717,and,CC,3
52718,watched,VBD,7
52719,the,DT,3
52720,motor-buses,NNS,11
52721,come,VBP,4
52722,in,IN,2
52723,and,CC,3
52724,unload,JJ,6
52725,peasants,NNS,8
52726,from,IN,4
52727,the,DT,3
52728,country,NN,7
52729,coming,VBG,6
52730,in,IN,2
52731,to,TO,2
52732,the,DT,3
52733,market,NN,6
52735,and,CC,3
52736,we,PRP,2
52737,watched,VBD,7
52738,the,DT,3
52739,buses,NNS,5
52740,fill,VBP,4
52741,up,RB,2
52742,and,CC,3
52743,start,VB,5
52744,out,RP,3
52745,with,IN,4
52746,peasants,NNS,8
52747,sitting,VBG,7
52748,with,IN,4
52749,their,PRP$,5
52750,saddle-bags,JJ,11
52751,full,JJ,4
52752,of,IN,2
52753,the,DT,3
52754,things,NNS,6
52755,they,PRP,4
52756,had,VBD,3
52757,bought,VBN,6
52758,in,IN,2
52759,the,DT,3
52760,town,NN,4
52762,The,DT,3
52763,tall,JJ,4
52764,gray,JJ,4
52765,motor-buses,NNS,11
52766,were,VBD,4
52767,the,DT,3
52768,only,JJ,4
52769,life,NN,4
52770,of,IN,2
52771,the,DT,3
52772,square,NN,6
52773,except,IN,6
52774,for,IN,3
52775,the,DT,3
52776,pigeons,NNS,7
52777,and,CC,3
52778,the,DT,3
52779,man,NN,3
52780,with,IN,4
52781,a,DT,1
52782,hose,NN,4
52783,who,WP,3
52784,sprinkled,VBD,9
52785,the,DT,3
52786,gravelled,VBN,9
52787,square,NN,6
52788,and,CC,3
52789,watered,VBD,7
52790,the,DT,3
52791,streets,NNS,7
52793,In,IN,2
52794,the,DT,3
52795,evening,NN,7
52796,was,VBD,3
52797,the,DT,3
52798,paseo,NN,5
52800,For,IN,3
52801,an,DT,2
52802,hour,NN,4
52803,after,IN,5
52804,dinner,NN,6
52805,every,DT,5
52806,one,CD,3
52808,all,PDT,3
52809,the,DT,3
52810,good-looking,JJ,12
52811,girls,NNS,5
52813,the,DT,3
52814,officers,NNS,8
52815,from,IN,4
52816,the,DT,3
52817,garrison,NN,8
52819,all,PDT,3
52820,the,DT,3
52821,fashionable,JJ,11
52822,people,NNS,6
52823,of,IN,2
52824,the,DT,3
52825,town,NN,4
52827,walked,VBD,6
52828,in,IN,2
52829,the,DT,3
52830,street,NN,6
52831,on,IN,2
52832,one,CD,3
52833,side,NN,4
52834,of,IN,2
52835,the,DT,3
52836,square,NN,6
